"src(partition,col,END_COL,diameter=1000)","dest(partition,col,END_COL,diameter=1000)",network
"('9', 3, 4, 1000)","('9', 0, 1, 1000)",4
"('9', 4, 5, 1000)","('1', 19, 20, 1000)",4
"('9', 10, 11, 1000)","('9', 9, 10, 1000)",5
"('9', 14, 15, 1000)","('9', 11, 12, 1000)",5
"('9', 15, 16, 1000)","('9', 11, 12, 1000)",5
"('9', 16, 17, 1000)","('9', 8, 9, 1000)",5
"('9', 18, 19, 1000)","('9', 8, 9, 1000)",5
"('9', 19, 20, 1000)","('9', 8, 9, 1000)",5
"('9', 20, 21, 1000)","('9', 8, 9, 1000)",5
"('9', 21, 22, 1000)","('9', 15, 16, 1000)",6
"('9', 23, 24, 1000)","('9', 8, 9, 1000)",6
"('9', 25, 26, 1000)","('9', 21, 22, 1000)",6
"('9', 26, 27, 1000)","('9', 18, 19, 1000)",7
"('9', 27, 28, 1000)","('9', 22, 23, 1000)",7
"('9', 30, 31, 1000)","('9', 26, 27, 1000)",7
"('9', 31, 32, 1000)","('9', 13, 14, 1000)",7
"('9', 36, 37, 1000)","('13', 0, 1, 1000)",7
"('9', 39, 40, 1000)","('9', 27, 28, 1000)",7
"('9', 42, 43, 1000)","('1', 13, 14, 1000)",7
"('9', 43, 44, 1000)","('9', 22, 23, 1000)",7
"('9', 44, 45, 1000)","('1', 13, 14, 1000)",7
"('9', 45, 46, 1000)","('9', 27, 28, 1000)",7
"('9', 46, 47, 1000)","('9', 51, 52, 1000)",8
"('9', 47, 48, 1000)","('9', 0, 1, 1000)",8
"('9', 49, 50, 1000)","('9', 0, 1, 1000)",8
"('9', 50, 51, 1000)","('9', 0, 1, 1000)",8
"('9', 51, 52, 1000)","('9', 9, 10, 1000)",8
"('9', 52, 53, 1000)","('1', 10, 11, 1000)",8
"('9', 54, 55, 1000)","('9', 2, 3, 1000)",9
"('9', 55, 56, 1000)","('9', 2, 3, 1000)",11
"('9', 57, 58, 1000)","('9', 3, 4, 1000)",11
"('9', 58, 59, 1000)","('9', 3, 4, 1000)",11
"('9', 59, 60, 1000)","('3', 11, 12, 1000)",12
"('9', 63, 64, 1000)","('9', 28, 29, 1000)",12
"('9', 64, 65, 1000)","('10', 6, 7, 1000)",14
"('9', 65, 66, 1000)","('9', 26, 27, 1000)",14
"('10', 2, 3, 1000)","('9', 8, 9, 1000)",7
"('10', 5, 6, 1000)","('10', 2, 3, 1000)",7
"('10', 6, 7, 1000)","('9', 28, 29, 1000)",7
"('10', 7, 8, 1000)","('9', 8, 9, 1000)",7
"('10', 8, 9, 1000)","('10', 4, 5, 1000)",7
"('10', 9, 10, 1000)","('10', 2, 3, 1000)",7
"('10', 11, 12, 1000)","('10', 2, 3, 1000)",7
"('10', 13, 14, 1000)","('10', 2, 3, 1000)",12
"('10', 14, 15, 1000)","('10', 5, 6, 1000)",14
"('10', 15, 16, 1000)","('10', 19, 20, 1000)",14
"('10', 17, 18, 1000)","('9', 26, 27, 1000)",14
"('10', 18, 19, 1000)","('10', 5, 6, 1000)",14
"('10', 19, 20, 1000)","('10', 5, 6, 1000)",14
"('10', 20, 21, 1000)","('10', 4, 5, 1000)",14
"('12', 4, 5, 1000)","('9', 4, 5, 1000)",4
"('12', 8, 9, 1000)","('2', 12, 13, 1000)",5
"('12', 10, 11, 1000)","('12', 8, 9, 1000)",8
"('12', 12, 13, 1000)","('2', 10, 11, 1000)",8
"('12', 20, 21, 1000)","('12', 3, 4, 1000)",10
"('12', 23, 24, 1000)","('12', 8, 9, 1000)",14
"('12', 25, 26, 1000)","('12', 8, 9, 1000)",14
"('12', 26, 27, 1000)","('12', 3, 4, 1000)",14
"('12', 27, 28, 1000)","('12', 10, 11, 1000)",14
"('13', 0, 1, 1000)","('9', 36, 37, 1000)",5
"('13', 1, 2, 1000)","('2', 46, 47, 1000)",10
"('13', 2, 3, 1000)","('13', 0, 1, 1000)",10
"('16', 4, 5, 1000)","('16', 5, 6, 1000)",14
"('17', 1, 2, 1000)","('9', 30, 31, 1000)",13
"('17', 2, 3, 1000)","('17', 1, 2, 1000)",13
"('17', 3, 4, 1000)","('17', 1, 2, 1000)",13
"('17', 4, 5, 1000)","('17', 1, 2, 1000)",13
